source,title,content,publish_time,url,symbol_or_subject
巨潮资讯网/最新公告,关于担保事项的进展公告,关于担保事项的进展公告；证券代码：002765；证券简称：蓝黛科技；板块：SZZB,2026-04-03,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078442.PDF,002765
巨潮资讯网/最新公告,关于举办2025年度业绩说明会的公告,关于举办2025年度业绩说明会的公告；证券代码：000028；证券简称：国药一致；板块：SZZB,2026-04-03,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078440.PDF,000028
巨潮资讯网/最新公告,广发证券股份有限公司关于宁波震裕科技股份有限公司向不特定对象发行可转换公司债券之上市保荐书,广发证券股份有限公司关于宁波震裕科技股份有限公司向不特定对象发行可转换公司债券之上市保荐书；证券代码：300953；证券简称：震裕科技；板块：SZCY,2026-04-03,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078429.PDF,300953
巨潮资讯网/最新公告,浙江天册律师事务所关于宁波震裕科技股份有限公司向不特定对象发行可转换公司债券的补充法律意见书（一）,浙江天册律师事务所关于宁波震裕科技股份有限公司向不特定对象发行可转换公司债券的补充法律意见书（一）；证券代码：300953；证券简称：震裕科技；板块：SZCY,2026-04-03,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078428.PDF,300953
巨潮资讯网/最新公告,广发证券股份有限公司关于宁波震裕科技股份有限公司向不特定对象发行可转换公司债券之发行保荐书,广发证券股份有限公司关于宁波震裕科技股份有限公司向不特定对象发行可转换公司债券之发行保荐书；证券代码：300953；证券简称：震裕科技；板块：SZCY,2026-04-03,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078427.PDF,300953
巨潮资讯网/最新公告,中汇会计师事务所(特殊普通合伙)关于深圳证券交易所《关于宁波震裕科技股份有限公司申请向不特定对象发行可转换公司债券的审核问询函》有关财务问题回复的专项说明,中汇会计师事务所(特殊普通合伙)关于深圳证券交易所《关于宁波震裕科技股份有限公司申请向不特定对象发行可转换公司债券的审核问询函》有关财务问题回复的专项说明；证券代码：300953；证券简称：震裕科技；板块：SZCY,2026-04-03,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078426.PDF,300953
巨潮资讯网/最新公告,关于宁波震裕科技股份有限公司向不特定对象发行可转换公司债券的审核问询函的回复报告,关于宁波震裕科技股份有限公司向不特定对象发行可转换公司债券的审核问询函的回复报告；证券代码：300953；证券简称：震裕科技；板块：SZCY,2026-04-03,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078424.PDF,300953
巨潮资讯网/最新公告,向不特定对象发行可转换公司债券募集说明书（修订稿）,向不特定对象发行可转换公司债券募集说明书（修订稿）；证券代码：300953；证券简称：震裕科技；板块：SZCY,2026-04-03,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078423.PDF,300953
巨潮资讯网/最新公告,关于公司向不特定对象发行可转换公司债券的审核问询函回复及募集说明书等申请文件更新的提示性公告,关于公司向不特定对象发行可转换公司债券的审核问询函回复及募集说明书等申请文件更新的提示性公告；证券代码：300953；证券简称：震裕科技；板块：SZCY,2026-04-03,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078425.PDF,300953
巨潮资讯网/最新公告,关于向香港联交所递交H股发行上市申请并刊发申请资料的公告,关于向香港联交所递交H股发行上市申请并刊发申请资料的公告；证券代码：002946；证券简称：新乳业；板块：SZZB,2026-04-03,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078421.PDF,002946
巨潮资讯网/最新公告,2026年第一季度可转换公司债券转股情况公告,2026年第一季度可转换公司债券转股情况公告；证券代码：300645；证券简称：正元智慧；板块：SZCY,2026-04-03,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078420.PDF,300645
巨潮资讯网/最新公告,关于金刚光伏2024年度审计报告无法表示意见涉及事项影响已消除专项说明的审核报告,关于金刚光伏2024年度审计报告无法表示意见涉及事项影响已消除专项说明的审核报告；证券代码：300093；证券简称：*ST金刚；板块：SZCY,2026-04-03,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078327.PDF,300093
巨潮资讯网/最新公告,关于续聘公司2026年度审计机构的公告,关于续聘公司2026年度审计机构的公告；证券代码：300093；证券简称：*ST金刚；板块：SZCY,2026-04-03,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078326.PDF,300093
巨潮资讯网/最新公告,2025年度独立董事述职报告（赵军-已离任）,2025年度独立董事述职报告（赵军-已离任）；证券代码：300093；证券简称：*ST金刚；板块：SZCY,2026-04-03,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078325.PDF,300093
巨潮资讯网/最新公告,2025年度独立董事述职报告（孙连平）,2025年度独立董事述职报告（孙连平）；证券代码：300093；证券简称：*ST金刚；板块：SZCY,2026-04-03,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078324.PDF,300093
巨潮资讯网/最新公告,关于举办2025年度网上业绩说明会的公告,关于举办2025年度网上业绩说明会的公告；证券代码：300093；证券简称：*ST金刚；板块：SZCY,2026-04-03,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078323.PDF,300093
巨潮资讯网/最新公告,2025年内部控制审计报告,2025年内部控制审计报告；证券代码：300093；证券简称：*ST金刚；板块：SZCY,2026-04-03,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078322.PDF,300093
巨潮资讯网/最新公告,2025年度内部控制自我评价报告,2025年度内部控制自我评价报告；证券代码：300093；证券简称：*ST金刚；板块：SZCY,2026-04-03,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078321.PDF,300093
巨潮资讯网/最新公告,公司章程（2026年4月）,公司章程（2026年4月）；证券代码：300093；证券简称：*ST金刚；板块：SZCY,2026-04-03,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078320.PDF,300093
巨潮资讯网/最新公告,关于未弥补亏损达到实收股本总额三分之一的公告,关于未弥补亏损达到实收股本总额三分之一的公告；证券代码：300093；证券简称：*ST金刚；板块：SZCY,2026-04-03,https://www.cninfo.com.cn/finalpage/2026-04-03/1225078319.PDF,300093
