source,title,content,publish_time,url,symbol_or_subject
财新网/mini,财新闻｜涉“优思益”违规营销等问题 抖音、淘天、小红书被约谈,充电宝新国标来了；教育部：义务教育学校严禁设立重点班、实验班、快慢班；忧中东冲突升级 纽约油价暴涨超11%,2026-04-03 11:42:00,https://mini.caixin.com/2026-04-03/102430416.html,宏观/地缘新闻
财新网/mini,一个孤独症孩子妈妈的自白：1%的概率，100%的人生｜亲历,孤独症家长就像在各自的旷野中，带着孩子寻找一条只属于他的小径，唯一可靠的罗盘是内心的希望或者侥幸,2026-04-03 09:45:00,https://mini.caixin.com/2026-04-03/102430435.html,宏观/地缘新闻
财新网/mini,财新闻｜特朗普：对伊朗战事取得“快速、决定性、压倒性胜利”,以色列遭开战后最大密度导弹袭击；“优思益”营销策划公司被立案调查；杭州警方通报“女子被网约车司机骚扰；五部门出手 规范网络平台招聘信息发布；江西乐平通报“一医院解聘全体职工”；“安全底线比销量更重要” 张雪回应“新手禁令”,2026-04-02 19:36:00,https://mini.caixin.com/2026-04-02/102430077.html,宏观/地缘新闻
财新网/mini,春日繁花争妍斗艳，桃李杏梨梅樱如何分辨？｜花赏（互动）,一朵花给人最直观的印象多为颜色、花型、大小，偏巧桃花、樱花、梅花、杏花、梨花和李花在这些方面多有相似之处,2026-04-02 11:25:00,https://mini.caixin.com/2026-04-02/102430151.html,宏观/地缘新闻
财新网/mini,现实生活中，还真有人能一手遮天？｜小说《地层深处》③,直觉告诉我，这次采访恐怕不是开始设想的那样。顺藤摸瓜，“藤”有多长，“瓜”有多大，会不会摸到地雷，对我这个记者来说，都是未知数,2026-04-02 10:33:00,https://mini.caixin.com/2026-04-02/102430117.html,宏观/地缘新闻
财新网/mini,揭幕战6月12日凌晨3点开打，2026年美加墨世界杯赛程出炉,美加墨世界杯赛程出炉，揭幕战将于6月12日3点举行,2026-04-02 09:40:00,https://mini.caixin.com/2026-04-02/102430085.html,宏观/地缘新闻
财新网/mini,苹果公司成立50周年：再读乔布斯的科技宏愿｜纪念,乔布斯毕生追求将科技变得平易近人，不仅让更多人用上技术，而且让他们以最不费力的方式使用它，这是在科技深入生产生活的今天，最值得铭记的一点,2026-04-01 18:26:00,https://mini.caixin.com/2021-10-05/101783355.html,宏观/地缘新闻
财新网/mini,财新闻｜关于“龙虾”OpenClaw 最新风险提示,多航司宣布：上调国内燃油附加费；美国纽约市宣布撤销政府设备使用TikTok禁令；太原“暴走团”被约谈，即刻暂停活动；为欺诈骗保“划红线” 参保人员有这些情形也将受罚,2026-04-01 18:24:00,https://mini.caixin.com/2026-04-01/102429729.html,宏观/地缘新闻
财新网/mini,去见小海｜故事,火车驶离城市，山海关在我身后渐行渐远。我又一次想到那个缭绕在我心头的，关于少年朋友集体重聚在一起的想象。我想，如果有一天那一情景真的出现，我会非常开心，但已经不再像过去一样那么执着地期待,2026-04-01 12:01:00,https://mini.caixin.com/2026-04-01/102429800.html,宏观/地缘新闻
财新网/mini,识破沉没成本效应｜以退为进的决策智慧③（完）,沉没成本效应使人们在应该退出的情况下坚持,2026-04-01 10:25:00,https://mini.caixin.com/2026-04-01/102429758.html,宏观/地缘新闻
财新网/mini,仁义小狗，有情有义｜带着问题去读书,面对和这些仁义的小动物的分离，老人们也都会各显神通，送上他们心目中的高礼节,2026-04-01 08:13:00,https://mini.caixin.com/2026-04-01/102429717.html,宏观/地缘新闻
财新网/mini,财新闻｜职称评审，将迎重大调整,税务部门回应鞠某某涉税事项举报；太阳爆发X1.4级耀斑 中国北方有机会出现极光；写错字差点多发2582亿，交行致歉；特朗普称即使霍尔木兹海峡仍关闭也愿结束战争；中国人体器官捐献志愿登记人数累计超733万,2026-03-31 19:56:00,https://mini.caixin.com/2026-03-31/102429194.html,宏观/地缘新闻
财新网/mini,对话洪灏：巨变时代下的投资策略何解？｜播客《先声》,当世界的不确定性变成一种常态，我们到底该怎么样理解经济走向？我们又怎么样理解资产的价值？黄金、股票、债券这些看似传统的资产类别，在新的环境下到底意味着什么？那么最终回到我们每个人身处这样的内外部环境当中，我们要怎样做资产配置？,2026-03-31 18:39:00,https://mini.caixin.com/2026-03-31/102429486.html,宏观/地缘新闻
财新网/mini,对话胡捷：拆开中国经济最复杂、最真实的切片——消费｜播客《先声》,如今大家提到消费，绕不开这些新鲜的名词——“平替主义”、“情绪价值”、“服务型消费”等等。“敢花钱”的黄金时代似乎早已远去，消费决策也不再是简单的“收入—支出”线性关系，它的底层逻辑究竟发生了哪些改变？本期节目深度拆解中国消费与支付技术的演变，穿越“互联网风暴”，看清预防性储蓄与“银发红利”，读懂中国消费的真实切片,2026-03-31 16:50:00,https://mini.caixin.com/2026-03-31/102429470.html,宏观/地缘新闻
财新网/mini,对话向松祚：“夹心层”突围——中产家庭破局指南｜播客《先声》,人到中年，两件大事绕不开：为子女铺路，给自己养老。但眼下，外部地缘动荡、资产不确定性加剧，内部经济结构转型、科技颠覆、老龄化加剧——这两件大事，变得充满变数。本期对话深圳市大湾区金融研究院院长向松祚，聚焦“被夹在中间的中产”，聊聊有限的资产，到底该怎么顾好两头,2026-03-31 15:13:00,https://mini.caixin.com/2026-03-31/102427565.html,宏观/地缘新闻
